name;characteristics;volume;price;storage_condititon_ID;shell_life_in_days;supplier;item_type_ID
8061;%;15;53784;9;278;Ziemann, Prosacco and Osinski;4
8062;%;2;54332;2;907;Gottlieb - Kozey;7
8063;W;22;41650;3;743;Cassin Group;5
8064;y;15;16286;3;196;Wehner - Olson;1
8065;a;21;72881;0;983;Turner, Collier and Gulgowski;3
8066;t;1;65498;7;293;Beahan Group;10
8067;g;29;18999;5;571;Huels Inc;6
8068;5;6;16042;5;624;Kub, Blick and Kuhic;10
8069;*;16;10423;2;127;Schinner - Feil;1
8070;y;27;28981;10;571;Schumm - Gerhold;6
8071;^;8;46513;6;595;O'Keefe - Schuppe;6
8072;n;13;22483;10;842;Nicolas Inc;10
8073;t;2;91825;6;50;O'Reilly - Crona;8
8074;L;13;92943;4;754;Langworth Group;10
8075;O;20;74166;9;239;Hyatt LLC;1
8076;E;26;52962;9;212;McLaughlin Inc;4
8077;j;26;53611;7;80;Ebert - Blick;0
8078;);1;9804;0;501;Labadie - Lakin;5
8079;*;24;61804;0;6;Brekke Group;10
8080;R;9;34248;9;815;Block, Kunde and Schowalter;2
8081;#;23;85573;4;639;Wisoky, Kulas and Romaguera;4
8082;H;6;60550;5;979;Nitzsche - Brown;6
8083;2;3;69241;0;449;Lind - Ferry;5
8084;9;11;8962;3;532;Gerlach, Lang and Gulgowski;9
8085;P;8;44013;6;620;Armstrong, Effertz and Bradtke;6
8086;d;27;84260;2;717;Daniel and Sons;9
8087;k;14;59901;4;369;Considine - Cremin;10
8088;W;16;8419;6;993;Lang, Bahringer and Tremblay;8
8089;Z;12;33297;2;1;McLaughlin, McCullough and Hansen;3
8090;7;15;13299;1;290;Yundt, Little and Quitzon;4
8091;i;4;95256;8;320;Stehr - Stoltenberg;10
8092;y;3;22586;10;38;Hills Inc;6
8093;v;27;2140;1;447;Hoeger, Botsford and Padberg;9
8094;1;19;21331;5;30;Koch - Wuckert;2
8095;(;10;45184;7;635;Marquardt - Murphy;1
8096;*;15;38017;9;739;Zboncak - Orn;10
8097;m;14;81764;10;800;Emmerich - Kuhic;3
8098;n;3;99360;6;717;Hand, Nienow and Auer;6
8099;H;15;29829;0;55;Gulgowski LLC;1
8100;D;15;831;7;35;Muller - Toy;2
8101;w;12;89615;1;639;Gusikowski - Langosh;6
8102;f;21;12345;1;765;Green - Buckridge;8
8103;*;6;76930;4;77;Yundt - McCullough;7
8104;n;24;50295;7;533;Goldner Inc;8
8105;j;24;42565;5;158;Cummerata - Lesch;10
8106;b;25;12415;0;280;Gutkowski - White;0
8107;(;11;25950;3;261;Torp - McKenzie;10
8108;$;1;65951;7;55;Becker, Kling and Mosciski;9
8109;9;15;5478;8;94;Streich - Smith;7
8110;f;3;38157;9;702;D'Amore Group;2
8111;t;22;62767;0;635;Franecki - Bauch;3
8112;g;25;2673;3;428;Von - Hamill;10
8113;u;22;62074;3;597;Heidenreich Inc;7
8114;&;21;64576;8;195;Gorczany, Ernser and Lynch;6
8115;I;6;54458;8;547;Raynor, Leannon and Moen;9
8116;@;16;4011;9;690;Leffler - Bergnaum;5
8117;Q;29;57225;6;957;Beer Group;6
8118;R;14;41058;6;816;MacGyver - Kuhlman;6
8119;E;1;49358;7;811;Cummerata, Weissnat and Reilly;10
8120;D;12;59703;1;94;Denesik, Fahey and Bartoletti;2
8121;S;13;33898;8;157;Nienow - Wunsch;4
8122;U;9;93972;9;278;Schuster Inc;5
8123;d;30;92367;10;445;Block - Hodkiewicz;7
8124;@;25;39978;7;986;Lubowitz - Beier;3
8125;u;5;14670;10;263;Glover Group;5
8126;*;29;26143;3;385;Lueilwitz, Heaney and Macejkovic;2
8127;*;17;82904;1;295;Brekke - Rutherford;5
8128;G;12;13095;0;579;Heathcote - Wilkinson;9
8129;W;9;94018;1;943;Gutkowski - Steuber;3
8130;5;18;48311;10;195;Stehr Inc;4
8131;F;25;69635;3;663;Wisoky, Bernier and Sporer;0
8132;X;3;90382;9;873;Fay - Treutel;4
8133;1;20;61875;8;184;Cassin, Watsica and Haley;3
8134;i;4;34437;3;27;Wolf Group;3
8135;H;12;61076;9;141;Luettgen - Willms;7
8136;4;6;39966;6;313;Rice, Bradtke and Thompson;10
8137;T;6;96981;1;884;Williamson - Roberts;0
8138;7;3;63270;4;212;Douglas - Kshlerin;2
8139;x;5;38465;8;344;Crist, Jacobs and Cummerata;8
8140;T;16;26932;7;714;McGlynn LLC;8
8141;r;25;68811;2;603;Pacocha LLC;4
8142;W;6;89871;1;898;Harvey, Baumbach and Abshire;6
8143;4;1;83473;3;471;Hilll - Schroeder;4
8144;9;23;33871;4;628;Harber, Mosciski and Gibson;8
8145;r;30;60386;0;588;Yost, Harber and VonRueden;5
8146;2;11;4764;10;76;Carroll - Okuneva;2
8147;a;10;42405;4;694;Beahan, Boyer and Mante;5
8148;m;6;58716;6;667;Will - Ankunding;3
8149;N;7;22250;4;438;Blick - Kunde;4
8150;(;5;34979;2;977;Leannon, Wyman and Buckridge;2
8151;c;19;62250;2;244;Bailey Group;2
8152;j;18;71967;0;892;Murazik, Skiles and Hermann;1
8153;m;19;42362;9;464;Mraz, Quitzon and Schiller;3
8154;@;16;9345;6;53;Metz Inc;7
8155;O;14;9062;4;895;Lowe - Schamberger;1
8156;d;27;52856;8;614;Shanahan - Roob;4
8157;a;27;86617;7;847;Nolan - Blanda;4
8158;f;30;47897;10;446;Marks, Tillman and Okuneva;1
8159;$;13;82948;10;400;Strosin, Sanford and Corwin;8
8160;L;5;69661;10;759;Zieme, Dietrich and Wunsch;10
8161;W;21;11696;10;794;Kassulke Group;10
8162;@;30;27295;3;3;Weber and Sons;0
8163;T;6;84633;7;180;Bins - Dibbert;2
8164;n;2;66963;5;593;Rogahn LLC;5
8165;o;28;35816;0;926;Shanahan Inc;7
8166;J;8;6788;7;699;Haley, Ward and Robel;1
8167;%;27;52737;9;530;Rutherford Group;6
8168;B;24;91822;10;356;Hamill, Vandervort and Paucek;9
8169;p;5;63391;4;66;Toy LLC;1
8170;l;10;72272;5;867;Muller LLC;4
8171;H;11;12920;10;30;Tremblay, Abbott and Reynolds;6
8172;q;19;15679;9;583;Thiel, Abernathy and Beer;5
8173;g;8;52562;9;28;Feeney, Schaden and Larkin;4
8174;H;23;37487;1;831;Hoeger and Sons;8
8175;p;30;20987;9;464;Kovacek, Stark and Konopelski;4
8176;a;9;83331;8;191;Walsh Inc;2
8177;B;29;45601;7;587;Rempel and Sons;5
8178;K;9;37311;0;23;Wolff - Murray;4
8179;S;30;82669;10;134;Stracke and Sons;8
8180;r;6;67729;5;84;Bauch - Kilback;9
8181;E;21;95350;9;926;Senger, Legros and Goyette;6
8182;W;15;35977;8;177;Harvey - Friesen;4
8183;B;22;79835;1;856;Bashirian Group;1
8184;D;30;45870;10;462;Padberg Group;7
8185;p;5;58563;9;417;Wolf - Kertzmann;3
8186;j;15;39960;5;2;Dickinson, Littel and Cassin;8
8187;*;16;85509;3;429;Halvorson Inc;6
8188;@;8;40853;8;675;Quigley, Jones and Cummerata;9
8189;2;1;72831;5;815;Kohler and Sons;10
8190;Z;27;88288;7;401;Wunsch, Heaney and Rohan;3
8191;L;3;90318;0;521;Batz and Sons;2
8192;l;21;65485;10;649;Rippin - Jones;2
8193;N;10;21804;10;471;Veum, Walter and West;9
8194;4;25;20732;6;590;Gorczany - O'Hara;10
8195;x;27;26667;10;263;Schmidt - Nikolaus;0
8196;F;9;46340;4;260;Gulgowski Group;2
8197;s;6;71221;5;473;Weissnat - Windler;10
8198;);21;30963;7;930;King, Homenick and Hartmann;7
8199;D;30;86730;10;553;Zulauf LLC;3
8200;A;4;13747;3;985;Skiles LLC;9
8201;Z;30;45000;4;558;Kassulke - Schumm;3
8202;E;14;21645;1;500;Boyer, Hermiston and Ferry;6
8203;&;7;43320;8;319;Towne - Crooks;0
8204;R;19;4114;3;546;Bogisich, Koelpin and Bradtke;6
8205;M;28;98730;5;450;Klein and Sons;5
8206;B;24;93880;4;685;Kirlin, Muller and Streich;8
8207;N;8;84124;10;223;Runolfsson LLC;6
8208;!;18;85363;9;783;Torphy - Jacobson;4
8209;z;28;29396;6;66;Berge Inc;8
8210;v;24;47299;1;922;Considine Inc;7
8211;);25;65704;1;214;Harber LLC;10
8212;);16;72547;8;418;Nitzsche Group;5
8213;I;30;64202;9;173;Kautzer Inc;9
8214;H;5;68367;7;265;Murray, Greenholt and Treutel;7
8215;Q;22;69417;8;535;Labadie - Howell;3
8216;z;17;21545;4;947;O'Hara LLC;5
8217;d;8;87046;9;193;O'Kon, Dare and Tillman;9
8218;a;14;96643;10;242;Kuhlman, White and O'Reilly;2
8219;K;4;15614;8;931;Keebler Inc;8
8220;5;22;53658;5;32;Gislason, Monahan and Kautzer;3
8221;R;16;42794;0;611;Muller, Lowe and Olson;1
8222;p;15;22013;6;945;Simonis LLC;10
8223;y;27;78733;9;854;Berge - Hettinger;0
8224;n;24;46920;3;304;Streich and Sons;8
8225;c;27;68543;5;970;Wyman - Quitzon;2
8226;N;29;47614;3;176;Durgan, Reynolds and Littel;6
8227;M;16;38247;5;410;Effertz, Schmeler and Gutkowski;10
8228;U;2;37202;10;182;Abshire, Wolff and Feest;7
8229;d;17;58650;6;733;Grady, Steuber and Dicki;5
8230;z;17;1466;6;820;Mills - Sanford;10
8231;u;4;27576;4;197;Emard, Considine and Ziemann;3
8232;p;29;16878;0;382;Cartwright Inc;10
8233;(;29;63789;0;990;Farrell Group;3
8234;4;30;3176;5;266;Sawayn, Nienow and Doyle;4
8235;8;9;36783;3;810;Mayert - Williamson;5
8236;1;2;28780;1;145;Kuhic, Rosenbaum and Raynor;1
8237;u;26;52355;0;817;Wyman, Bednar and Rohan;5
8238;P;29;39678;6;505;Spinka Group;4
8239;);24;46278;5;892;Reichert - Stamm;1
8240;G;21;451;5;557;Haag, Fadel and Cole;4
8241;V;12;48065;9;934;Becker - Schneider;6
8242;5;6;97311;0;236;Macejkovic - Morar;6
8243;5;21;5631;7;856;Quitzon - Casper;7
8244;&;10;41270;0;587;Berge, Purdy and Satterfield;6
8245;6;29;43921;7;499;Bruen Inc;6
8246;p;1;57711;5;670;Davis, Treutel and Littel;5
8247;v;7;25449;6;134;O'Keefe, Parker and Gislason;7
8248;U;13;54279;6;221;Crona - Prosacco;8
8249;);22;66562;8;734;Effertz, Luettgen and Bechtelar;6
8250;F;26;96279;7;407;Simonis and Sons;1
8251;B;27;29464;10;629;Quitzon Group;10
8252;!;1;55294;6;708;Leuschke Group;3
8253;2;28;37724;8;425;Schinner and Sons;7
8254;r;24;71307;5;807;Crist, Breitenberg and Wisoky;7
8255;I;15;57579;7;665;Daugherty - Harber;4
8256;I;1;77438;9;909;Jenkins Group;0
8257;i;26;79497;2;650;Lynch, Hegmann and Wiza;4
8258;P;4;69644;9;108;Feeney, Ebert and Yost;4
8259;);24;60341;8;274;Ortiz LLC;7
8260;0;7;77220;6;140;Hudson and Sons;3
8261;D;15;12320;1;10;Langworth and Sons;2
8262;y;0;69609;3;988;Hackett and Sons;6
8263;9;0;72084;0;315;Larkin - Rohan;4
8264;*;14;80919;5;581;Denesik Inc;5
8265;W;22;51269;9;66;Quitzon - Wilderman;7
8266;P;16;15824;1;479;Bergstrom and Sons;7
8267;$;4;14867;3;850;Kessler, Huel and Hudson;5
8268;J;25;23903;0;317;Schmeler - Bogan;1
8269;a;8;53017;0;2;Skiles, Tillman and O'Kon;0
8270;s;26;97930;10;952;Heidenreich, Koelpin and Shanahan;6
8271;x;27;41897;8;403;Stanton - Crist;8
8272;K;9;95454;0;954;Dare Inc;4
8273;&;30;97774;10;158;Bogan Group;10
8274;O;29;95947;8;782;Dickens Group;7
8275;q;10;89152;4;498;Bailey, Daugherty and Russel;4
8276;I;8;99570;6;510;Zemlak and Sons;8
8277;j;6;2831;1;238;Doyle Inc;6
8278;w;24;75496;2;158;Aufderhar, Lakin and Sanford;5
8279;B;26;67482;4;838;Reichel, Thompson and Davis;8
8280;j;5;24476;10;315;Brakus - Wiza;4
8281;H;19;41461;3;65;Labadie and Sons;10
8282;W;27;10799;2;165;Gorczany - Daugherty;9
8283;6;10;59844;10;737;Spencer - Ernser;7
8284;A;5;51643;7;734;Hartmann - Prohaska;6
8285;%;12;9916;10;302;Stiedemann - Kub;7
8286;Q;27;61826;3;996;Jaskolski - Rau;6
8287;z;6;17228;3;321;Erdman - Toy;2
8288;8;18;83169;10;418;Hintz Group;0
8289;R;19;50055;0;145;Schamberger Group;3
8290;I;5;51790;3;664;Collins - Roberts;1
8291;6;28;13952;7;172;Robel - Murphy;8
8292;h;14;13198;10;766;Padberg - Kuhlman;8
8293;f;4;42685;1;722;Cruickshank, D'Amore and Kerluke;6
8294;2;21;82748;4;29;Jast Group;6
8295;H;28;70405;4;17;Rohan and Sons;0
8296;%;29;39416;8;33;Kling Group;8
8297;(;3;5592;4;204;Hilpert - Buckridge;3
8298;1;26;75956;0;656;O'Connell Group;3
8299;7;19;13511;4;72;Pouros and Sons;1
8300;t;13;65675;1;455;Walter, Jast and Zboncak;5
8301;g;13;75693;8;321;Stanton - Goldner;7
8302;Y;14;20080;10;200;Jacobi - Bergnaum;5
8303;D;24;13289;5;366;Shanahan, Harris and Klein;9
8304;X;30;94459;2;511;Zemlak, Tremblay and Wehner;9
8305;r;5;56559;9;410;Schaefer - Rolfson;3
8306;Y;4;59570;0;208;Rodriguez LLC;7
8307;R;23;8698;5;696;Aufderhar - Oberbrunner;6
8308;v;2;64872;4;881;Champlin Group;8
8309;8;10;33019;6;672;Prosacco LLC;4
8310;U;20;47919;2;890;Hudson - Hoeger;3
8311;n;19;24639;10;315;Ankunding - Davis;8
8312;*;28;48344;9;973;Shanahan, Wunsch and Paucek;1
8313;L;23;60021;2;415;Price - Watsica;10
8314;o;23;15346;5;608;Waelchi LLC;10
8315;Q;25;96115;1;202;Bergnaum - Welch;4
8316;@;30;84395;9;953;Conroy, Lueilwitz and Bradtke;7
8317;4;2;95023;4;343;Wilderman - West;0
8318;O;14;41398;3;57;Berge and Sons;7
8319;o;3;92568;3;97;Russel and Sons;4
8320;^;7;32268;10;887;Rutherford and Sons;8
8321;Q;6;8490;6;19;Ortiz, Ankunding and Hauck;2
8322;l;4;75378;10;144;Aufderhar - Veum;6
8323;R;3;7381;5;928;Wintheiser Group;2
8324;h;23;10247;1;214;Monahan Inc;2
8325;#;0;64250;10;552;Heller - Rippin;2
8326;6;22;4998;7;568;Ullrich, Kshlerin and Ziemann;2
8327;Q;12;31750;0;866;Borer, Koelpin and Hane;8
8328;9;15;82071;3;251;Bednar - Crona;8
8329;^;14;99718;2;758;Tromp, Spencer and Mohr;6
8330;);14;28256;2;488;Goodwin - Doyle;5
8331;P;18;43129;0;58;Windler Inc;1
8332;d;28;62109;8;412;Konopelski, Bins and Langosh;10
8333;h;6;51636;3;737;Wuckert, Funk and Glover;5
8334;^;18;39841;7;639;Morissette and Sons;2
8335;g;13;46758;3;768;Heathcote, Rohan and Greenfelder;8
8336;5;2;47436;4;536;Brekke - Stehr;9
8337;g;12;54042;7;255;Streich Inc;1
8338;i;19;25645;5;350;Kemmer Group;9
8339;^;23;19899;3;721;Leannon Inc;7
8340;z;17;54925;3;478;Hauck, Romaguera and Altenwerth;9
8341;4;4;82924;2;448;Braun, Hyatt and Lebsack;3
8342;e;28;91437;3;445;Langworth, Monahan and O'Keefe;7
8343;r;28;5363;4;44;Sanford - Upton;5
8344;V;25;62266;2;526;Donnelly - Ullrich;2
8345;P;3;45021;3;319;Osinski - Connelly;2
8346;r;13;22479;2;514;Schaden, Wyman and Kulas;2
8347;0;30;5686;10;410;Feil - Kutch;6
8348;);10;16778;0;497;Fadel, Walker and Kilback;5
8349;C;11;36848;2;78;Block, Morar and Mills;5
8350;j;16;81962;6;981;Raynor - Stark;6
8351;O;7;59377;3;816;Greenholt, Daniel and Weissnat;10
8352;i;4;32352;9;993;Erdman and Sons;1
8353;P;0;61355;6;517;Effertz - Bernhard;10
8354;a;20;54240;3;830;Cummings, Ruecker and Davis;6
8355;7;14;94825;9;609;Bosco, Skiles and Stiedemann;9
8356;M;16;19207;1;565;Turner - Feeney;3
8357;k;4;65572;8;546;Batz, Braun and Schimmel;6
8358;1;22;5952;10;734;Ebert, Wunsch and Mayert;7
8359;A;22;7052;6;284;Schamberger and Sons;3
8360;h;2;88592;5;387;Frami and Sons;7
8361;D;29;48776;7;959;Lakin and Sons;6
8362;C;12;85991;6;863;Paucek - Senger;3
8363;2;10;99259;10;627;Aufderhar, Zemlak and Hoeger;0
8364;B;11;10315;2;1;Schimmel, Rogahn and Mante;8
8365;(;17;86183;1;592;Rosenbaum - Altenwerth;2
8366;A;1;26500;6;226;Sawayn - Bednar;6
8367;%;12;95528;2;659;Beahan - Franecki;0
8368;G;10;67006;0;388;Stehr, Paucek and O'Connell;0
8369;5;4;46734;3;904;Schulist, Nicolas and Kiehn;0
8370;$;20;14961;2;892;Treutel LLC;10
8371;@;27;63344;6;582;Schamberger and Sons;5
8372;3;0;46159;4;737;Prosacco - Christiansen;9
8373;3;10;43593;2;305;Kreiger, Schaden and Ruecker;2
8374;R;3;46446;5;929;Mohr LLC;1
8375;s;19;66443;7;227;Kemmer LLC;5
8376;r;27;71241;5;661;Cruickshank, Rolfson and Brakus;1
8377;F;21;83170;4;62;Franecki - Hodkiewicz;6
8378;Y;13;85364;2;208;Lynch, Schultz and Bartoletti;6
8379;f;25;98008;6;572;Ledner Group;0
8380;t;10;74145;10;921;Ondricka - Renner;0
8381;0;7;5302;6;85;Parker and Sons;0
8382;x;28;35840;1;188;Bergstrom, Graham and Dickens;0
8383;N;1;46868;0;158;Lynch - Emmerich;5
8384;p;27;25598;2;411;Zboncak, Nolan and Funk;4
8385;J;20;73271;0;517;Bernhard - Zulauf;9
8386;B;13;96089;9;234;Hermann, Rosenbaum and Thiel;10
8387;e;16;77950;7;684;Heller, Cruickshank and Price;0
8388;L;3;75270;7;794;O'Kon and Sons;9
8389;N;19;46903;5;499;Mante - Oberbrunner;5
8390;E;10;23710;2;543;Nader, Wisozk and Dach;9
8391;O;12;3195;1;732;Gutkowski, Corwin and Schumm;3
8392;M;7;11673;1;378;Kilback - Blanda;5
8393;F;6;88643;4;902;Corkery - Stehr;6
8394;f;1;63243;4;381;Keeling - Blanda;4
8395;h;25;17997;8;310;Parker, Hane and Kerluke;2
8396;L;6;58304;7;323;Mayert, Konopelski and Jakubowski;3
8397;y;0;66766;8;4;Nader Group;1
8398;I;26;98780;4;346;Lubowitz, Nienow and Haag;1
8399;V;25;73224;10;456;Cassin, Johns and Bartoletti;7
8400;M;30;97923;4;885;Hills - Erdman;1
8401;^;0;6407;6;757;Abbott LLC;10
8402;d;25;65671;6;342;Wisoky - Larson;7
8403;q;24;42098;3;352;Metz - Swift;5
8404;$;11;21712;8;947;Bergstrom LLC;10
8405;H;11;86301;1;449;Klocko - Gleason;2
8406;);4;62148;9;553;Cummings - Hahn;1
8407;V;5;48114;0;165;Bahringer - Johns;3
8408;r;19;40481;5;150;Emmerich - Leffler;6
8409;K;0;35904;2;372;Hane LLC;7
8410;u;1;51335;0;791;Rempel Inc;2
8411;j;19;2232;1;928;Feeney, Macejkovic and Fisher;2
8412;U;29;79203;2;632;Hessel - Rice;2
8413;w;25;56562;2;150;Waelchi, Wiza and Bartell;3
8414;U;11;59010;1;432;Johnson, Grady and Goldner;1
8415;C;22;69864;7;592;Mitchell - Jacobson;4
8416;J;25;6872;6;858;Koepp - Conroy;7
8417;r;13;1943;5;70;Ortiz - Haley;10
8418;Z;25;44513;2;551;O'Reilly Group;5
8419;w;6;78548;8;875;Daniel - Kassulke;3
8420;I;10;12207;5;839;Dickinson, Labadie and Koss;10
8421;P;1;25404;5;507;Crona LLC;3
8422;S;25;37252;10;893;Zieme and Sons;5
8423;^;25;7909;0;349;Franecki - Herzog;3
8424;a;4;17359;4;295;Lockman Group;5
8425;8;12;83356;2;99;Adams and Sons;7
8426;(;29;10826;9;281;Buckridge Group;8
8427;V;8;24417;3;976;Cruickshank, Johns and Raynor;4
8428;4;20;79018;7;237;Crona - Ernser;0
8429;d;29;92089;0;392;Smith Inc;6
8430;S;12;53053;3;480;Cormier - Nolan;0
8431;k;23;31901;1;730;Hoppe Inc;8
8432;y;30;29547;0;103;Schmitt Inc;4
8433;f;19;73877;3;312;Mayert - Heaney;8
8434;v;26;32929;6;598;Welch Group;5
8435;5;26;77618;4;74;Zboncak Inc;0
8436;(;4;49364;5;434;Lubowitz, Frami and Bruen;7
8437;!;4;77225;2;388;Stehr, Sporer and Buckridge;3
8438;(;0;77330;8;954;Walker, Champlin and Leuschke;6
8439;o;29;34505;6;3;Predovic Inc;5
8440;P;18;9558;6;344;Halvorson and Sons;9
8441;0;28;58668;2;853;Huel, Adams and Nikolaus;9
8442;1;18;46376;7;167;Mohr Inc;2
8443;o;18;53839;2;887;Medhurst and Sons;2
8444;4;10;20050;3;618;Kris, Kling and Gleason;3
8445;X;20;27004;7;931;Marquardt - Mertz;0
8446;L;16;54501;4;539;Yost Inc;10
8447;I;6;58061;3;448;Lesch - Mante;2
8448;8;23;18157;7;393;Graham - Wiza;9
8449;Q;11;8409;4;949;O'Keefe, Nikolaus and Walker;9
8450;c;9;7867;6;439;Hayes - Klocko;8
8451;c;14;57156;8;444;Wiegand Group;0
8452;l;22;19879;2;599;Runte LLC;2
8453;m;3;67189;2;118;Dach, Ondricka and Dicki;8
8454;C;15;52409;1;769;Kulas - Marquardt;2
8455;7;11;16300;3;127;Hartmann - Larkin;5
8456;A;26;30366;10;115;Rohan and Sons;4
8457;y;6;13530;7;187;Crooks, Dickinson and Bauch;1
8458;!;29;86414;1;625;Gorczany, Hills and Torphy;0
8459;L;14;62261;5;873;Oberbrunner - Moore;5
8460;S;14;45976;10;465;Cummerata and Sons;2
8461;k;16;90915;3;84;Stanton, Osinski and Schinner;3
8462;C;11;57446;1;818;Lesch - Stehr;3
8463;y;17;83238;2;872;Kautzer - Heaney;6
8464;X;6;619;2;639;Toy - Aufderhar;5
8465;v;16;32131;5;634;Ebert - Ferry;3
8466;a;19;36851;9;213;Kerluke, Hickle and Nitzsche;9
8467;U;22;85420;6;960;Cartwright Group;1
8468;6;25;96387;5;779;Satterfield LLC;2
8469;*;6;86491;0;567;Erdman - Upton;10
8470;$;26;6414;6;887;Padberg, Gusikowski and Yost;2
8471;);22;90107;10;231;Hagenes, Schneider and Legros;9
8472;l;0;34973;8;61;Ullrich - Kutch;1
8473;X;27;92904;1;366;Feeney, Russel and Casper;7
8474;I;17;32035;5;268;O'Connell - Schowalter;5
8475;q;27;9326;4;613;Mosciski, Kuphal and Bartoletti;5
8476;l;14;4932;7;849;Sauer, Wilderman and Franecki;2
8477;j;8;47323;9;365;Lind and Sons;7
8478;);9;13980;0;584;Smitham Inc;0
8479;b;9;55037;7;427;McLaughlin and Sons;2
8480;V;16;16144;0;651;Johnson - Willms;0
8481;J;13;50828;4;83;Vandervort, Lesch and Fritsch;1
8482;1;27;37927;10;994;Paucek, Lueilwitz and Mosciski;2
8483;b;6;27945;7;453;Kreiger - Wisoky;8
8484;%;9;92093;6;516;Gutkowski Group;10
8485;L;28;98207;1;25;Armstrong LLC;2
8486;f;1;32024;4;94;Weber, Thompson and Jacobi;9
8487;D;20;12822;3;356;O'Reilly Group;6
8488;Z;30;49255;5;430;Senger - Reichel;2
8489;x;12;93219;5;36;Heidenreich Inc;8
8490;$;17;19354;8;313;Corwin - Funk;9
8491;x;8;61885;0;624;Pacocha and Sons;4
8492;N;8;4860;2;904;Glover - Satterfield;8
8493;F;17;56195;6;754;Sporer Group;5
8494;Z;7;30844;1;14;Langworth Inc;4
8495;T;28;57930;1;837;Bechtelar - Ernser;3
8496;N;3;37515;9;740;Price, Hodkiewicz and Casper;10
8497;&;9;8998;2;382;Smith, Hamill and Blanda;3
8498;I;30;30745;9;812;Zieme - Botsford;3
8499;i;2;87034;9;711;Rutherford, Sawayn and Walter;8
8500;q;15;91981;7;131;Schimmel - Wilkinson;1
8501;G;13;34158;1;538;Kirlin, Turner and Nicolas;1
8502;^;3;45138;2;11;Brown, White and Schoen;9
8503;x;0;20428;8;238;Walsh - Langworth;1
8504;k;13;47322;6;512;Rosenbaum Group;8
8505;$;10;9916;0;437;Nikolaus Inc;6
8506;J;10;2662;3;235;Wyman, Connelly and Kilback;7
8507;9;17;79924;7;454;Wisozk - Johnson;4
8508;Q;23;60316;10;59;Brown - Schaden;10
8509;L;12;44758;5;480;O'Keefe, McGlynn and Moore;2
8510;0;26;99953;9;79;Hahn - Aufderhar;1
8511;#;21;54493;2;621;Mayer Group;0
8512;#;29;19524;3;584;Brakus, Wehner and Beahan;10
8513;f;13;51339;7;753;Koelpin LLC;7
8514;p;3;41082;10;279;Bosco Inc;2
8515;X;26;98318;10;873;Kirlin - Toy;0
8516;d;7;22941;6;220;Abshire - Mraz;7
8517;4;27;42051;4;241;Russel - Ruecker;3
8518;7;21;57156;10;55;O'Conner, Rodriguez and Gulgowski;4
8519;g;28;14072;5;485;Sporer Inc;4
8520;L;7;39255;1;332;Kerluke LLC;1
8521;E;13;64597;4;188;Schamberger - Gutmann;6
8522;D;8;7152;3;46;Bode, Barrows and Barrows;9
8523;h;10;22333;3;163;Friesen, Weber and Schultz;1
8524;u;3;60719;7;161;Rogahn and Sons;10
8525;m;19;75744;2;761;Franey and Sons;3
8526;V;6;70508;5;37;Rosenbaum Group;4
8527;3;9;85289;10;481;Reynolds and Sons;10
8528;s;0;25615;9;419;Hane - McGlynn;2
8529;F;5;76727;8;965;Hackett - Ortiz;1
8530;N;11;13083;10;953;Parker LLC;7
8531;H;16;13030;5;396;Bins Group;2
8532;*;30;19481;4;983;Halvorson - Reichert;9
8533;Q;26;22232;10;848;Casper, Hauck and Gibson;1
8534;1;6;3883;4;672;Rau and Sons;6
8535;V;12;63520;5;786;Baumbach - Rath;4
8536;x;28;38800;3;835;Schumm - Wilderman;6
8537;L;1;57002;5;707;Mraz, Robel and Kautzer;2
8538;f;2;57302;3;280;Treutel Group;3
8539;D;4;2550;8;851;Ondricka, Schuppe and Kovacek;4
8540;N;10;92277;3;369;Veum LLC;8
8541;d;21;34525;2;756;Huels, Prohaska and Johnson;8
8542;q;6;74675;6;720;Bergnaum, Konopelski and Upton;6
8543;E;6;4203;10;698;Bosco, Sporer and Parisian;7
8544;y;25;42470;1;398;Ortiz Inc;5
8545;i;28;63339;2;210;Yost - Sawayn;0
8546;x;14;26946;9;225;Daniel - Rutherford;2
8547;&;1;14062;2;172;Brakus LLC;1
8548;5;3;10758;7;137;Reynolds and Sons;8
8549;!;1;79828;6;405;McLaughlin, Ankunding and Satterfield;3
8550;L;12;22610;3;104;Casper - Lindgren;2
8551;V;2;2912;5;158;VonRueden, Keebler and Herman;2
8552;b;16;54256;2;463;Kulas - Hintz;0
8553;b;16;62726;3;459;Wiza Group;2
8554;Y;27;99155;7;129;Connelly - Hayes;10
8555;k;14;73856;0;908;Kovacek LLC;1
8556;l;15;63487;2;527;Daniel, Schiller and Lind;7
8557;i;3;97835;1;972;Upton LLC;0
8558;T;18;31426;4;447;Heathcote, Johns and Sanford;7
8559;2;20;85960;5;98;Bartell and Sons;1
8560;e;0;72200;5;815;Bahringer Inc;3
8561;P;24;36308;4;535;Boyle and Sons;9
8562;T;13;41785;2;393;Lynch - Mertz;8
8563;g;8;77452;7;513;Cassin LLC;4
8564;o;27;84908;1;411;Metz, Connelly and Nader;1
8565;B;5;13914;10;25;Legros - Steuber;2
8566;P;2;60978;1;482;Runte Group;8
8567;I;10;92284;7;93;Cruickshank and Sons;6
8568;K;9;10519;6;340;Torp - Turcotte;3
8569;k;16;81877;10;64;Keebler Inc;0
8570;);30;62143;1;910;Ortiz - Klein;5
