"storage_item_ID";"employee_id";"date";"element_quantity";"total";"type_ID"
"7042";"7042";"2024_06_04";"730";"60959";"0"
"7043";"7043";"2024_06_04";"690";"72568";"0"
"7044";"7044";"2024_06_04";"486";"38333";"0"
"7045";"7045";"2024_06_04";"895";"59644";"2"
"7046";"7046";"2024_06_04";"894";"78540";"2"
"7047";"7047";"2024_06_04";"244";"16630";"0"
"7048";"7048";"2024_06_04";"27";"31409";"2"
"7049";"7049";"2024_06_04";"51";"92584";"2"
"7050";"7050";"2024_06_04";"653";"82440";"2"
"7051";"7051";"2024_06_04";"432";"1705";"0"
"7052";"7052";"2024_06_04";"452";"76528";"1"
"7053";"7053";"2024_06_04";"452";"57109";"2"
"7054";"7054";"2024_06_04";"592";"6268";"2"
"7055";"7055";"2024_06_04";"416";"40366";"2"
"7056";"7056";"2024_06_04";"481";"92267";"2"
"7057";"7057";"2024_06_04";"523";"7631";"1"
"7058";"7058";"2024_06_04";"898";"34072";"0"
"7059";"7059";"2024_06_04";"991";"1245";"2"
"7060";"7060";"2024_06_04";"409";"77419";"0"
"7061";"7061";"2024_06_04";"378";"77184";"0"
"7062";"7062";"2024_06_04";"968";"52375";"2"
"7063";"7063";"2024_06_04";"514";"30213";"1"
"7064";"7064";"2024_06_04";"275";"63061";"0"
"7065";"7065";"2024_06_04";"122";"49648";"2"
"7066";"7066";"2024_06_04";"236";"67475";"1"
"7067";"7067";"2024_06_04";"640";"53085";"2"
"7068";"7068";"2024_06_04";"642";"47165";"1"
"7069";"7069";"2024_06_04";"195";"98266";"0"
"7070";"7070";"2024_06_04";"283";"58107";"0"
"7071";"7071";"2024_06_04";"844";"99967";"2"
"7072";"7072";"2024_06_04";"398";"74393";"2"
"7073";"7073";"2024_06_04";"665";"80322";"2"
"7074";"7074";"2024_06_04";"594";"58051";"0"
"7075";"7075";"2024_06_04";"851";"66491";"0"
"7076";"7076";"2024_06_04";"851";"90408";"2"
"7077";"7077";"2024_06_04";"857";"96500";"1"
"7078";"7078";"2024_06_04";"470";"15366";"1"
"7079";"7079";"2024_06_04";"780";"18615";"1"
"7080";"7080";"2024_06_04";"78";"25359";"2"
"7081";"7081";"2024_06_04";"487";"272";"0"
"7082";"7082";"2024_06_04";"352";"73910";"2"
"7083";"7083";"2024_06_04";"13";"83815";"1"
"7084";"7084";"2024_06_04";"998";"71131";"0"
"7085";"7085";"2024_06_04";"309";"43303";"1"
"7086";"7086";"2024_06_04";"797";"19618";"1"
"7087";"7087";"2024_06_04";"1";"17039";"0"
"7088";"7088";"2024_06_04";"885";"97234";"1"
"7089";"7089";"2024_06_04";"603";"33912";"0"
"7090";"7090";"2024_06_04";"425";"85867";"1"
"7091";"7091";"2024_06_04";"569";"27297";"0"
"7092";"7092";"2024_06_04";"964";"24523";"1"
"7093";"7093";"2024_06_04";"844";"80691";"1"
"7094";"7094";"2024_06_04";"581";"46576";"2"
"7095";"7095";"2024_06_04";"17";"66152";"1"
"7096";"7096";"2024_06_04";"340";"11643";"1"
"7097";"7097";"2024_06_04";"372";"93321";"1"
"7098";"7098";"2024_06_04";"622";"17283";"2"
"7099";"7099";"2024_06_04";"926";"49585";"0"
"7100";"7100";"2024_06_04";"952";"1234";"0"
"7101";"7101";"2024_06_04";"500";"74766";"0"
"7102";"7102";"2024_06_04";"825";"88764";"0"
"7103";"7103";"2024_06_04";"969";"7281";"0"
"7104";"7104";"2024_06_04";"476";"20312";"2"
"7105";"7105";"2024_06_04";"26";"1292";"0"
"7106";"7106";"2024_06_04";"703";"63840";"0"
"7107";"7107";"2024_06_04";"380";"39236";"0"
"7108";"7108";"2024_06_04";"888";"65726";"1"
"7109";"7109";"2024_06_04";"650";"52113";"2"
"7110";"7110";"2024_06_04";"226";"63921";"0"
"7111";"7111";"2024_06_04";"328";"86797";"2"
"7112";"7112";"2024_06_04";"830";"89334";"1"
"7113";"7113";"2024_06_04";"1";"89630";"0"
"7114";"7114";"2024_06_04";"161";"69444";"2"
"7115";"7115";"2024_06_04";"637";"47995";"2"
"7116";"7116";"2024_06_04";"654";"64796";"0"
"7117";"7117";"2024_06_04";"988";"89310";"2"
"7118";"7118";"2024_06_04";"626";"37632";"2"
"7119";"7119";"2024_06_04";"767";"21274";"1"
"7120";"7120";"2024_06_04";"141";"65522";"2"
"7121";"7121";"2024_06_04";"775";"6395";"1"
"7122";"7122";"2024_06_04";"887";"48997";"0"
"7123";"7123";"2024_06_04";"187";"93827";"0"
"7124";"7124";"2024_06_04";"543";"81664";"1"
"7125";"7125";"2024_06_04";"499";"21223";"1"
"7126";"7126";"2024_06_04";"887";"62565";"2"
"7127";"7127";"2024_06_04";"224";"74825";"1"
"7128";"7128";"2024_06_04";"96";"96413";"1"
"7129";"7129";"2024_06_04";"105";"71390";"0"
"7130";"7130";"2024_06_04";"445";"84710";"0"
"7131";"7131";"2024_06_04";"42";"49760";"1"
"7132";"7132";"2024_06_04";"805";"51867";"2"
"7133";"7133";"2024_06_04";"819";"40159";"2"
"7134";"7134";"2024_06_04";"702";"97023";"0"
"7135";"7135";"2024_06_04";"338";"29548";"1"
"7136";"7136";"2024_06_04";"640";"5500";"0"
"7137";"7137";"2024_06_04";"693";"98440";"1"
"7138";"7138";"2024_06_04";"643";"38443";"0"
"7139";"7139";"2024_06_04";"793";"4753";"0"
"7140";"7140";"2024_06_04";"46";"53848";"2"
"7141";"7141";"2024_06_04";"614";"4636";"1"
"7142";"7142";"2024_06_04";"862";"17408";"0"
"7143";"7143";"2024_06_04";"56";"78305";"0"
"7144";"7144";"2024_06_04";"894";"14099";"0"
"7145";"7145";"2024_06_04";"141";"87894";"2"
"7146";"7146";"2024_06_04";"971";"79322";"1"
"7147";"7147";"2024_06_04";"738";"2515";"2"
"7148";"7148";"2024_06_04";"100";"2092";"2"
"7149";"7149";"2024_06_04";"96";"84163";"0"
"7150";"7150";"2024_06_04";"88";"89542";"1"
"7151";"7151";"2024_06_04";"395";"76005";"2"
"7152";"7152";"2024_06_04";"76";"95468";"0"
"7153";"7153";"2024_06_04";"172";"54697";"1"
"7154";"7154";"2024_06_04";"214";"96301";"2"
"7155";"7155";"2024_06_04";"805";"59858";"0"
"7156";"7156";"2024_06_04";"773";"96503";"0"
"7157";"7157";"2024_06_04";"257";"80959";"0"
"7158";"7158";"2024_06_04";"161";"59156";"0"
"7159";"7159";"2024_06_04";"937";"56483";"0"
"7160";"7160";"2024_06_04";"672";"83336";"2"
"7161";"7161";"2024_06_04";"785";"24400";"2"
"7162";"7162";"2024_06_04";"128";"1312";"2"
"7163";"7163";"2024_06_04";"507";"12603";"1"
"7164";"7164";"2024_06_04";"302";"86864";"0"
"7165";"7165";"2024_06_04";"137";"20287";"0"
"7166";"7166";"2024_06_04";"620";"2345";"0"
"7167";"7167";"2024_06_04";"456";"13059";"2"
"7168";"7168";"2024_06_04";"180";"13320";"0"
"7169";"7169";"2024_06_04";"756";"1156";"2"
"7170";"7170";"2024_06_04";"652";"51575";"2"
"7171";"7171";"2024_06_04";"348";"54595";"0"
"7172";"7172";"2024_06_04";"261";"27721";"1"
"7173";"7173";"2024_06_04";"321";"59047";"0"
"7174";"7174";"2024_06_04";"489";"81551";"1"
"7175";"7175";"2024_06_04";"523";"17949";"0"
"7176";"7176";"2024_06_04";"98";"44278";"1"
"7177";"7177";"2024_06_04";"633";"42504";"1"
"7178";"7178";"2024_06_04";"329";"12644";"0"
"7179";"7179";"2024_06_04";"13";"60523";"2"
"7180";"7180";"2024_06_04";"302";"9276";"1"
"7181";"7181";"2024_06_04";"908";"95284";"0"
"7182";"7182";"2024_06_04";"912";"18789";"1"
"7183";"7183";"2024_06_04";"577";"25268";"0"
"7184";"7184";"2024_06_04";"756";"49530";"0"
"7185";"7185";"2024_06_04";"204";"90415";"0"
"7186";"7186";"2024_06_04";"615";"96266";"0"
"7187";"7187";"2024_06_04";"732";"57660";"0"
"7188";"7188";"2024_06_04";"789";"67853";"2"
"7189";"7189";"2024_06_04";"102";"24237";"0"
"7190";"7190";"2024_06_04";"320";"8273";"0"
"7191";"7191";"2024_06_04";"232";"81925";"2"
"7192";"7192";"2024_06_04";"15";"96475";"1"
"7193";"7193";"2024_06_04";"591";"86485";"2"
"7194";"7194";"2024_06_04";"255";"28276";"2"
"7195";"7195";"2024_06_04";"512";"63653";"0"
"7196";"7196";"2024_06_04";"239";"8173";"1"
"7197";"7197";"2024_06_04";"693";"6578";"1"
"7198";"7198";"2024_06_04";"15";"17028";"1"
"7199";"7199";"2024_06_04";"694";"79999";"1"
"7200";"7200";"2024_06_04";"343";"71373";"0"
"7201";"7201";"2024_06_04";"644";"11255";"0"
"7202";"7202";"2024_06_04";"584";"44031";"2"
"7203";"7203";"2024_06_04";"297";"89142";"1"
"7204";"7204";"2024_06_04";"570";"30301";"2"
"7205";"7205";"2024_06_04";"966";"65477";"2"
"7206";"7206";"2024_06_04";"399";"25537";"2"
"7207";"7207";"2024_06_04";"98";"54425";"1"
"7208";"7208";"2024_06_04";"235";"5129";"2"
"7209";"7209";"2024_06_04";"305";"90024";"2"
"7210";"7210";"2024_06_04";"403";"12735";"2"
"7211";"7211";"2024_06_04";"465";"72373";"2"
"7212";"7212";"2024_06_04";"791";"44239";"0"
"7213";"7213";"2024_06_04";"376";"70227";"2"
"7214";"7214";"2024_06_04";"257";"43934";"2"
"7215";"7215";"2024_06_04";"658";"9372";"1"
"7216";"7216";"2024_06_04";"692";"80059";"0"
"7217";"7217";"2024_06_04";"276";"51807";"1"
"7218";"7218";"2024_06_04";"887";"96986";"1"
"7219";"7219";"2024_06_04";"4";"23269";"1"
"7220";"7220";"2024_06_04";"418";"63351";"0"
"7221";"7221";"2024_06_04";"63";"69251";"2"
"7222";"7222";"2024_06_04";"910";"75971";"0"
"7223";"7223";"2024_06_04";"753";"12724";"2"
"7224";"7224";"2024_06_04";"778";"12387";"0"
"7225";"7225";"2024_06_04";"551";"95366";"2"
"7226";"7226";"2024_06_04";"168";"56167";"0"
"7227";"7227";"2024_06_04";"722";"85578";"0"
"7228";"7228";"2024_06_04";"547";"28166";"0"
"7229";"7229";"2024_06_04";"614";"45270";"2"
"7230";"7230";"2024_06_04";"134";"76689";"0"
"7231";"7231";"2024_06_04";"693";"25228";"2"
"7232";"7232";"2024_06_04";"314";"79580";"0"
"7233";"7233";"2024_06_04";"700";"11682";"0"
"7234";"7234";"2024_06_04";"4";"79178";"1"
"7235";"7235";"2024_06_04";"602";"71729";"0"
"7236";"7236";"2024_06_04";"330";"90809";"0"
"7237";"7237";"2024_06_04";"372";"27570";"1"
"7238";"7238";"2024_06_04";"4";"13080";"0"
"7239";"7239";"2024_06_04";"229";"80493";"2"
"7240";"7240";"2024_06_04";"660";"39057";"0"
"7241";"7241";"2024_06_04";"285";"28055";"2"
"7242";"7242";"2024_06_04";"363";"90633";"2"
"7243";"7243";"2024_06_04";"791";"88874";"0"
"7244";"7244";"2024_06_04";"981";"38861";"1"
"7245";"7245";"2024_06_04";"372";"71143";"1"
"7246";"7246";"2024_06_04";"831";"94917";"1"
"7247";"7247";"2024_06_04";"908";"46843";"0"
"7248";"7248";"2024_06_04";"294";"17251";"0"
"7249";"7249";"2024_06_04";"321";"69851";"2"
"7250";"7250";"2024_06_04";"784";"96332";"1"
"7251";"7251";"2024_06_04";"217";"52642";"0"
"7252";"7252";"2024_06_04";"22";"6901";"0"
"7253";"7253";"2024_06_04";"198";"13918";"1"
"7254";"7254";"2024_06_04";"426";"64092";"2"
"7255";"7255";"2024_06_04";"351";"25634";"1"
"7256";"7256";"2024_06_04";"178";"46024";"1"
"7257";"7257";"2024_06_04";"824";"19779";"1"
"7258";"7258";"2024_06_04";"159";"14392";"0"
"7259";"7259";"2024_06_04";"952";"89166";"2"
"7260";"7260";"2024_06_04";"246";"5255";"1"
"7261";"7261";"2024_06_04";"116";"41852";"0"
"7262";"7262";"2024_06_04";"621";"60495";"2"
"7263";"7263";"2024_06_04";"220";"10095";"2"
"7264";"7264";"2024_06_04";"211";"15171";"2"
"7265";"7265";"2024_06_04";"996";"53518";"1"
"7266";"7266";"2024_06_04";"647";"46408";"1"
"7267";"7267";"2024_06_04";"513";"98049";"2"
"7268";"7268";"2024_06_04";"582";"7447";"2"
"7269";"7269";"2024_06_04";"964";"45973";"2"
"7270";"7270";"2024_06_04";"754";"40492";"2"
"7271";"7271";"2024_06_04";"58";"53077";"2"
"7272";"7272";"2024_06_04";"127";"27716";"2"
"7273";"7273";"2024_06_04";"909";"1088";"2"
"7274";"7274";"2024_06_04";"815";"42976";"0"
"7275";"7275";"2024_06_04";"822";"73447";"2"
"7276";"7276";"2024_06_04";"303";"97924";"2"
"7277";"7277";"2024_06_04";"14";"791";"1"
"7278";"7278";"2024_06_04";"392";"59173";"1"
"7279";"7279";"2024_06_04";"460";"16950";"1"
"7280";"7280";"2024_06_04";"22";"39711";"2"
"7281";"7281";"2024_06_04";"862";"3916";"1"
"7282";"7282";"2024_06_04";"944";"99759";"1"
"7283";"7283";"2024_06_04";"251";"9174";"2"
"7284";"7284";"2024_06_04";"889";"43928";"0"
"7285";"7285";"2024_06_04";"780";"97150";"2"
"7286";"7286";"2024_06_04";"756";"96595";"2"
"7287";"7287";"2024_06_04";"950";"84472";"0"
"7288";"7288";"2024_06_04";"12";"83105";"1"
"7289";"7289";"2024_06_04";"117";"42931";"1"
"7290";"7290";"2024_06_04";"386";"58203";"0"
"7291";"7291";"2024_06_04";"201";"40113";"1"
"7292";"7292";"2024_06_04";"238";"99938";"2"
"7293";"7293";"2024_06_04";"734";"78781";"2"
"7294";"7294";"2024_06_04";"330";"74733";"2"
"7295";"7295";"2024_06_04";"151";"64036";"0"
"7296";"7296";"2024_06_04";"477";"76180";"2"
"7297";"7297";"2024_06_04";"948";"53298";"1"
"7298";"7298";"2024_06_04";"173";"27611";"2"
"7299";"7299";"2024_06_04";"482";"21445";"0"
"7300";"7300";"2024_06_04";"644";"24893";"2"
"7301";"7301";"2024_06_04";"225";"35519";"0"
"7302";"7302";"2024_06_04";"641";"18731";"0"
"7303";"7303";"2024_06_04";"858";"15595";"1"
"7304";"7304";"2024_06_04";"491";"16622";"2"
"7305";"7305";"2024_06_04";"980";"51232";"0"
"7306";"7306";"2024_06_04";"621";"42291";"2"
"7307";"7307";"2024_06_04";"675";"74774";"1"
"7308";"7308";"2024_06_04";"344";"56305";"2"
"7309";"7309";"2024_06_04";"515";"12707";"0"
"7310";"7310";"2024_06_04";"609";"2790";"1"
"7311";"7311";"2024_06_04";"711";"54366";"2"
"7312";"7312";"2024_06_04";"483";"1048";"2"
"7313";"7313";"2024_06_04";"860";"66";"2"
"7314";"7314";"2024_06_04";"944";"88724";"1"
"7315";"7315";"2024_06_04";"762";"43682";"2"
"7316";"7316";"2024_06_04";"346";"24994";"1"
"7317";"7317";"2024_06_04";"726";"3805";"0"
"7318";"7318";"2024_06_04";"131";"47448";"1"
"7319";"7319";"2024_06_04";"22";"55271";"2"
"7320";"7320";"2024_06_04";"773";"65317";"0"
"7321";"7321";"2024_06_04";"344";"43496";"1"
"7322";"7322";"2024_06_04";"523";"45228";"2"
"7323";"7323";"2024_06_04";"711";"41497";"1"
"7324";"7324";"2024_06_04";"833";"24808";"2"
"7325";"7325";"2024_06_04";"125";"64247";"0"
"7326";"7326";"2024_06_04";"165";"47521";"2"
"7327";"7327";"2024_06_04";"999";"48430";"2"
"7328";"7328";"2024_06_04";"64";"63406";"0"
"7329";"7329";"2024_06_04";"824";"31922";"1"
"7330";"7330";"2024_06_04";"630";"89026";"2"
"7331";"7331";"2024_06_04";"943";"77053";"0"
"7332";"7332";"2024_06_04";"405";"29624";"1"
"7333";"7333";"2024_06_04";"855";"35806";"2"
"7334";"7334";"2024_06_04";"414";"2266";"0"
"7335";"7335";"2024_06_04";"808";"69272";"2"
"7336";"7336";"2024_06_04";"284";"27616";"0"
"7337";"7337";"2024_06_04";"306";"56299";"1"
"7338";"7338";"2024_06_04";"32";"92435";"0"
"7339";"7339";"2024_06_04";"149";"58250";"1"
"7340";"7340";"2024_06_04";"305";"35083";"0"
"7341";"7341";"2024_06_04";"136";"97593";"0"
"7342";"7342";"2024_06_04";"470";"30592";"1"
"7343";"7343";"2024_06_04";"964";"69418";"1"
"7344";"7344";"2024_06_04";"705";"84349";"1"
"7345";"7345";"2024_06_04";"791";"86446";"0"
"7346";"7346";"2024_06_04";"930";"90734";"0"
"7347";"7347";"2024_06_04";"499";"40084";"1"
"7348";"7348";"2024_06_04";"118";"11556";"0"
"7349";"7349";"2024_06_04";"434";"33500";"1"
"7350";"7350";"2024_06_04";"557";"70072";"2"
"7351";"7351";"2024_06_04";"921";"45782";"0"
"7352";"7352";"2024_06_04";"793";"47638";"2"
"7353";"7353";"2024_06_04";"34";"11826";"0"
"7354";"7354";"2024_06_04";"594";"66703";"1"
"7355";"7355";"2024_06_04";"60";"23719";"1"
"7356";"7356";"2024_06_04";"950";"35758";"0"
"7357";"7357";"2024_06_04";"761";"37161";"1"
"7358";"7358";"2024_06_04";"105";"54178";"1"
"7359";"7359";"2024_06_04";"303";"41608";"1"
"7360";"7360";"2024_06_04";"802";"11361";"0"
"7361";"7361";"2024_06_04";"637";"23649";"2"
"7362";"7362";"2024_06_04";"636";"83967";"0"
"7363";"7363";"2024_06_04";"123";"93545";"2"
"7364";"7364";"2024_06_04";"33";"43004";"1"
"7365";"7365";"2024_06_04";"876";"87794";"2"
"7366";"7366";"2024_06_04";"31";"31768";"2"
"7367";"7367";"2024_06_04";"27";"3590";"2"
"7368";"7368";"2024_06_04";"314";"65535";"1"
"7369";"7369";"2024_06_04";"555";"20589";"2"
"7370";"7370";"2024_06_04";"83";"50295";"1"
"7371";"7371";"2024_06_04";"506";"3351";"0"
"7372";"7372";"2024_06_04";"867";"2629";"0"
"7373";"7373";"2024_06_04";"877";"2370";"1"
"7374";"7374";"2024_06_04";"24";"77408";"1"
"7375";"7375";"2024_06_04";"8";"83236";"0"
"7376";"7376";"2024_06_04";"305";"23996";"0"
"7377";"7377";"2024_06_04";"777";"49988";"0"
"7378";"7378";"2024_06_04";"876";"67575";"0"
"7379";"7379";"2024_06_04";"623";"36987";"0"
"7380";"7380";"2024_06_04";"85";"21274";"1"
"7381";"7381";"2024_06_04";"116";"40252";"1"
"7382";"7382";"2024_06_04";"814";"84182";"0"
"7383";"7383";"2024_06_04";"551";"33530";"0"
"7384";"7384";"2024_06_04";"305";"92984";"2"
"7385";"7385";"2024_06_04";"984";"63827";"1"
"7386";"7386";"2024_06_04";"282";"859";"1"
"7387";"7387";"2024_06_04";"923";"21492";"1"
"7388";"7388";"2024_06_04";"459";"64601";"0"
"7389";"7389";"2024_06_04";"573";"81312";"2"
"7390";"7390";"2024_06_04";"344";"57844";"2"
"7391";"7391";"2024_06_04";"251";"39930";"2"
"7392";"7392";"2024_06_04";"80";"80869";"2"
"7393";"7393";"2024_06_04";"453";"37144";"1"
"7394";"7394";"2024_06_04";"177";"36492";"1"
"7395";"7395";"2024_06_04";"661";"67797";"1"
"7396";"7396";"2024_06_04";"316";"65044";"1"
"7397";"7397";"2024_06_04";"284";"80111";"0"
"7398";"7398";"2024_06_04";"949";"66881";"1"
"7399";"7399";"2024_06_04";"393";"38373";"2"
"7400";"7400";"2024_06_04";"425";"91604";"2"
"7401";"7401";"2024_06_04";"472";"80221";"0"
"7402";"7402";"2024_06_04";"286";"85325";"2"
"7403";"7403";"2024_06_04";"525";"42836";"2"
"7404";"7404";"2024_06_04";"133";"50410";"2"
"7405";"7405";"2024_06_04";"117";"41722";"1"
"7406";"7406";"2024_06_04";"452";"26496";"1"
"7407";"7407";"2024_06_04";"732";"26163";"2"
"7408";"7408";"2024_06_04";"223";"9921";"0"
"7409";"7409";"2024_06_04";"776";"99905";"1"
"7410";"7410";"2024_06_04";"559";"1654";"2"
"7411";"7411";"2024_06_04";"849";"38883";"1"
"7412";"7412";"2024_06_04";"716";"90262";"1"
"7413";"7413";"2024_06_04";"571";"64734";"2"
"7414";"7414";"2024_06_04";"559";"37728";"1"
"7415";"7415";"2024_06_04";"853";"46668";"0"
"7416";"7416";"2024_06_04";"561";"27254";"1"
"7417";"7417";"2024_06_04";"117";"28271";"0"
"7418";"7418";"2024_06_04";"863";"25558";"1"
"7419";"7419";"2024_06_04";"493";"18554";"2"
"7420";"7420";"2024_06_04";"363";"69743";"2"
"7421";"7421";"2024_06_04";"389";"74667";"1"
"7422";"7422";"2024_06_04";"287";"70865";"0"
"7423";"7423";"2024_06_04";"337";"54626";"2"
"7424";"7424";"2024_06_04";"892";"61063";"2"
"7425";"7425";"2024_06_04";"872";"30584";"1"
"7426";"7426";"2024_06_04";"928";"84156";"2"
"7427";"7427";"2024_06_04";"902";"31437";"0"
"7428";"7428";"2024_06_04";"592";"8827";"2"
"7429";"7429";"2024_06_04";"220";"71893";"0"
"7430";"7430";"2024_06_04";"782";"81348";"2"
"7431";"7431";"2024_06_04";"495";"11823";"0"
"7432";"7432";"2024_06_04";"439";"56485";"2"
"7433";"7433";"2024_06_04";"608";"61431";"1"
"7434";"7434";"2024_06_04";"917";"75150";"1"
"7435";"7435";"2024_06_04";"251";"50504";"1"
"7436";"7436";"2024_06_04";"451";"31115";"2"
"7437";"7437";"2024_06_04";"483";"90170";"2"
"7438";"7438";"2024_06_04";"587";"37329";"0"
"7439";"7439";"2024_06_04";"373";"46734";"0"
"7440";"7440";"2024_06_04";"345";"83918";"1"
"7441";"7441";"2024_06_04";"130";"70871";"2"
"7442";"7442";"2024_06_04";"944";"35343";"0"
"7443";"7443";"2024_06_04";"784";"87890";"0"
"7444";"7444";"2024_06_04";"617";"19580";"1"
"7445";"7445";"2024_06_04";"425";"66227";"0"
"7446";"7446";"2024_06_04";"581";"93944";"1"
"7447";"7447";"2024_06_04";"286";"62866";"0"
"7448";"7448";"2024_06_04";"697";"92039";"2"
"7449";"7449";"2024_06_04";"56";"88238";"0"
"7450";"7450";"2024_06_04";"233";"10212";"2"
"7451";"7451";"2024_06_04";"257";"17629";"1"
"7452";"7452";"2024_06_04";"746";"75760";"1"
"7453";"7453";"2024_06_04";"555";"24732";"0"
"7454";"7454";"2024_06_04";"798";"96482";"0"
"7455";"7455";"2024_06_04";"770";"30839";"2"
"7456";"7456";"2024_06_04";"66";"84482";"1"
"7457";"7457";"2024_06_04";"675";"25535";"0"
"7458";"7458";"2024_06_04";"176";"41738";"0"
"7459";"7459";"2024_06_04";"802";"55240";"2"
"7460";"7460";"2024_06_04";"1";"53200";"0"
"7461";"7461";"2024_06_04";"524";"16509";"0"
"7462";"7462";"2024_06_04";"436";"52351";"1"
"7463";"7463";"2024_06_04";"406";"87376";"2"
"7464";"7464";"2024_06_04";"440";"58539";"0"
"7465";"7465";"2024_06_04";"308";"36269";"2"
"7466";"7466";"2024_06_04";"591";"90836";"0"
"7467";"7467";"2024_06_04";"438";"56863";"0"
"7468";"7468";"2024_06_04";"131";"40070";"2"
"7469";"7469";"2024_06_04";"200";"73829";"0"
"7470";"7470";"2024_06_04";"988";"38782";"2"
"7471";"7471";"2024_06_04";"659";"96050";"1"
"7472";"7472";"2024_06_04";"588";"56372";"0"
"7473";"7473";"2024_06_04";"817";"36432";"1"
"7474";"7474";"2024_06_04";"468";"24236";"1"
"7475";"7475";"2024_06_04";"171";"98728";"0"
"7476";"7476";"2024_06_04";"3";"36265";"2"
"7477";"7477";"2024_06_04";"662";"18588";"1"
"7478";"7478";"2024_06_04";"153";"9315";"2"
"7479";"7479";"2024_06_04";"821";"3613";"2"
"7480";"7480";"2024_06_04";"466";"91786";"1"
"7481";"7481";"2024_06_04";"850";"97869";"0"
"7482";"7482";"2024_06_04";"629";"59083";"1"
"7483";"7483";"2024_06_04";"331";"65566";"0"
"7484";"7484";"2024_06_04";"933";"85134";"1"
"7485";"7485";"2024_06_04";"34";"96122";"1"
"7486";"7486";"2024_06_04";"172";"23277";"0"
"7487";"7487";"2024_06_04";"711";"16287";"0"
"7488";"7488";"2024_06_04";"189";"16953";"2"
"7489";"7489";"2024_06_04";"104";"11214";"0"
"7490";"7490";"2024_06_04";"106";"49760";"0"
"7491";"7491";"2024_06_04";"671";"39443";"1"
"7492";"7492";"2024_06_04";"151";"79689";"1"
"7493";"7493";"2024_06_04";"100";"15894";"0"
"7494";"7494";"2024_06_04";"321";"40854";"1"
"7495";"7495";"2024_06_04";"746";"37121";"0"
"7496";"7496";"2024_06_04";"766";"67415";"0"
"7497";"7497";"2024_06_04";"466";"76875";"2"
"7498";"7498";"2024_06_04";"54";"22676";"2"
"7499";"7499";"2024_06_04";"90";"75412";"1"
"7500";"7500";"2024_06_04";"771";"4858";"0"
"7501";"7501";"2024_06_04";"585";"75081";"1"
"7502";"7502";"2024_06_04";"20";"92159";"1"
"7503";"7503";"2024_06_04";"634";"87231";"0"
"7504";"7504";"2024_06_04";"537";"75819";"0"
"7505";"7505";"2024_06_04";"941";"71123";"0"
"7506";"7506";"2024_06_04";"347";"95605";"1"
"7507";"7507";"2024_06_04";"642";"24695";"1"
"7508";"7508";"2024_06_04";"791";"52630";"0"
"7509";"7509";"2024_06_04";"49";"27176";"1"
"7510";"7510";"2024_06_04";"414";"56119";"1"
"7511";"7511";"2024_06_04";"659";"15440";"1"
"7512";"7512";"2024_06_04";"429";"80485";"1"
"7513";"7513";"2024_06_04";"16";"50760";"0"
"7514";"7514";"2024_06_04";"976";"61886";"1"
"7515";"7515";"2024_06_04";"967";"36532";"0"
"7516";"7516";"2024_06_04";"940";"59350";"1"
"7517";"7517";"2024_06_04";"284";"81697";"2"
"7518";"7518";"2024_06_04";"219";"72431";"1"
"7519";"7519";"2024_06_04";"197";"73569";"0"
"7520";"7520";"2024_06_04";"894";"31128";"0"
"7521";"7521";"2024_06_04";"798";"71691";"2"
"7522";"7522";"2024_06_04";"46";"98764";"0"
"7523";"7523";"2024_06_04";"401";"76327";"1"
"7524";"7524";"2024_06_04";"714";"16897";"0"
"7525";"7525";"2024_06_04";"116";"48658";"2"
"7526";"7526";"2024_06_04";"912";"22211";"2"
"7527";"7527";"2024_06_04";"368";"73623";"0"
"7528";"7528";"2024_06_04";"16";"96188";"1"
"7529";"7529";"2024_06_04";"654";"57432";"0"
"7530";"7530";"2024_06_04";"441";"95818";"1"
"7531";"7531";"2024_06_04";"182";"43317";"2"
"7532";"7532";"2024_06_04";"455";"59630";"2"
"7533";"7533";"2024_06_04";"483";"91398";"2"
"7534";"7534";"2024_06_04";"554";"69113";"1"
"7535";"7535";"2024_06_04";"860";"9552";"1"
"7536";"7536";"2024_06_04";"895";"30447";"2"
"7537";"7537";"2024_06_04";"765";"66938";"1"
"7538";"7538";"2024_06_04";"267";"2129";"1"
"7539";"7539";"2024_06_04";"806";"89052";"0"
"7540";"7540";"2024_06_04";"90";"38880";"1"
"7541";"7541";"2024_06_04";"605";"66810";"1"
"7542";"7542";"2024_06_04";"656";"97611";"2"
"7543";"7543";"2024_06_04";"86";"61396";"0"
"7544";"7544";"2024_06_04";"130";"17685";"2"
"7545";"7545";"2024_06_04";"307";"80852";"0"
"7546";"7546";"2024_06_04";"856";"33558";"1"
"7547";"7547";"2024_06_04";"300";"93623";"1"
"7548";"7548";"2024_06_04";"866";"56481";"2"
"7549";"7549";"2024_06_04";"562";"79127";"1"
"7550";"7550";"2024_06_04";"295";"89065";"2"
"7551";"7551";"2024_06_04";"90";"12162";"2"
"7552";"7552";"2024_06_04";"517";"41678";"0"
"7553";"7553";"2024_06_04";"515";"77523";"2"
"7554";"7554";"2024_06_04";"147";"22425";"1"
"7555";"7555";"2024_06_04";"913";"97889";"0"
"7556";"7556";"2024_06_04";"621";"10671";"1"
"7557";"7557";"2024_06_04";"493";"20874";"2"
"7558";"7558";"2024_06_04";"107";"15438";"0"
